# [01] : run
# [02] : mass#9000006
# [03] : mass#9900026
# [04] : mass#9900032
# [05] : Omegah^2
# [06] : x_f
# [07] : sigmav(xf)
# [08] : %_relic_xchixchi_hsd
# [09] : %_relic_xchixchi_sdsd
# [10] : %_relic_xchixchi_hh
# [11] : %_relic_xchixchi_ddx
# [12] : %_relic_xchixchi_uux
# [13] : %_relic_xchixchi_ssx
# [14] : %_relic_xchixchi_ccx
# [15] : %_relic_xchixchi_bbx
# [16] : %_relic_xchixchi_ttx
# [17] : %_relic_xchixchi_hzp
# [18] : %_relic_xchixchi_zpzp
# [19] : %_relic_xchixchi_zpsd
# [20] : %_relic_xchixchi_zz
# [21] : %_relic_xchixchi_wpwm
# [22] : %_relic_xchixchi_emep
# [23] : %_relic_xchixchi_mummup
# [24] : %_relic_xchixchi_tamtap
# [25] : xsi
# [26] : sigmaN_SI_p
# [27] : lim_sigmaN_SI_p
# [28] : sigmaN_SI_n
# [29] : lim_sigmaN_SI_n
# [30] : sigmaN_SD_p
# [31] : lim_sigmaN_SD_p
# [32] : sigmaN_SD_n
# [33] : lim_sigmaN_SD_n
# [34] : Nevents
# [35] : smearing



run_01_01	5.00e+01	1.50e+02	2.50e+02	3.64e-02	2.10e+01	8.67e-26	0.00e+00	0.00e+00	0.00e+00	2.00e+01	2.00e+01	2.00e+01	2.00e+01	2.00e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	6.67e-11	2.85e-06	8.05e-04	3.04e-01	2.97e-46	5.26e-47	3.01e-46	5.26e-47	4.54e-60	3.79e-41	1.16e-60	1.81e-41	7.70e+01	0.00e+00	
run_01_02	7.50e+01	1.62e+02	2.50e+02	1.10e-02	2.20e+01	2.74e-25	0.00e+00	0.00e+00	0.00e+00	1.99e+01	1.99e+01	1.99e+01	1.99e+01	2.03e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.34e-09	5.73e-05	1.62e-02	9.17e-02	1.20e-45	7.19e-47	1.21e-45	7.19e-47	1.82e-59	4.56e-41	2.22e-60	2.20e-41	3.84e+02	0.00e+00	
run_01_03	1.00e+02	1.75e+02	2.50e+02	3.00e-03	2.40e+01	1.04e-24	0.00e+00	0.00e+00	0.00e+00	1.97e+01	1.97e+01	1.97e+01	1.97e+01	1.97e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	3.39e-01	9.64e-01	3.12e-11	1.33e-06	3.77e-04	2.50e-02	3.07e-45	9.13e-47	3.11e-45	9.13e-47	4.62e-60	5.43e-41	7.02e-61	2.77e-41	9.81e+02	0.00e+00	
run_01_04	1.25e+02	1.88e+02	2.50e+02	1.13e-03	2.50e+01	2.44e-24	0.00e+00	0.00e+00	1.68e-02	2.00e+01	2.00e+01	2.00e+01	2.00e+01	2.00e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	3.40e-02	8.07e-02	1.22e-12	5.21e-08	1.47e-05	9.39e-03	6.17e-45	1.11e-46	6.25e-45	1.11e-46	1.32e-61	6.24e-41	1.32e-61	3.33e-41	1.86e+03	0.00e+00	
run_01_05	5.00e+01	1.75e+02	3.00e+02	7.47e-02	2.00e+01	5.02e-26	0.00e+00	0.00e+00	0.00e+00	2.00e+01	2.00e+01	2.00e+01	2.00e+01	2.00e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.74e-10	7.45e-06	2.10e-03	6.23e-01	5.23e-46	5.26e-47	5.29e-46	5.26e-47	1.05e-60	3.79e-41	1.21e-60	1.81e-41	1.36e+02	0.00e+00	
run_01_06	7.50e+01	1.88e+02	3.00e+02	2.71e-02	2.10e+01	1.05e-25	0.00e+00	0.00e+00	0.00e+00	2.00e+01	2.00e+01	2.00e+01	2.00e+01	2.02e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	8.36e-10	3.57e-05	1.01e-02	2.26e-01	1.53e-45	7.19e-47	1.55e-45	7.19e-47	2.09e-61	4.56e-41	2.14e-65	2.20e-41	4.90e+02	0.00e+00	
run_01_07	1.00e+02	2.00e+02	3.00e+02	5.64e-03	2.30e+01	4.19e-25	0.00e+00	0.00e+00	0.00e+00	6.91e+00	6.91e+00	6.91e+00	6.94e+00	7.30e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.69e+01	4.81e+01	1.56e-09	6.66e-05	1.88e-02	4.70e-02	3.28e-45	9.13e-47	3.33e-45	9.13e-47	0.00e+00	5.43e-41	0.00e+00	2.77e-41	1.05e+03	0.00e+00	
run_01_08	1.25e+02	2.12e+02	3.00e+02	2.75e-03	2.40e+01	1.19e-24	0.00e+00	0.00e+00	1.61e-01	1.97e+01	1.97e+01	1.97e+01	1.97e+01	1.97e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	4.30e-01	1.02e+00	1.54e-11	6.59e-07	1.86e-04	2.29e-02	5.93e-45	1.11e-46	6.00e-45	1.11e-46	1.54e-60	6.24e-41	7.16e-60	3.33e-41	1.78e+03	0.00e+00	
run_01_09	1.50e+02	2.25e+02	3.00e+02	1.15e-03	2.50e+01	2.34e-24	0.00e+00	0.00e+00	1.85e-01	1.99e+01	1.99e+01	1.99e+01	1.99e+01	1.99e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	5.40e-02	1.22e-01	1.07e-12	4.59e-08	1.30e-05	9.62e-03	9.56e-45	1.31e-46	9.68e-45	1.31e-46	1.84e-59	7.21e-41	2.24e-60	4.01e-41	2.65e+03	0.00e+00	
run_01_10	5.00e+01	2.00e+02	3.50e+02	1.34e-01	2.00e+01	2.96e-26	0.00e+00	0.00e+00	0.00e+00	2.00e+01	2.00e+01	2.00e+01	2.00e+01	2.01e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	3.06e-10	1.31e-05	3.70e-03	1.00e+00	5.92e-46	5.26e-47	6.00e-46	5.26e-47	4.79e-60	3.79e-41	7.18e-62	1.81e-41	1.54e+02	0.00e+00	
