# [01] : run
# [02] : mass#9000006
# [03] : mass#9900032
# [04] : Omegah^2
# [05] : x_f
# [06] : sigmav(xf)
# [07] : %_relic_chichi_hsd
# [08] : %_relic_chichi_sdsd
# [09] : %_relic_chichi_hh
# [10] : %_relic_chichi_ttx
# [11] : %_relic_chichi_hzp
# [12] : %_relic_chichi_zpzp
# [13] : %_relic_chichi_zpsd
# [14] : %_relic_chichi_zz
# [15] : %_relic_chichi_wpwm
# [16] : %_relic_chichi_tamtap
# [17] : %_relic_chichi_ddx
# [18] : %_relic_chichi_uux
# [19] : %_relic_chichi_ssx
# [20] : %_relic_chichi_ccx
# [21] : %_relic_chichi_bbx
# [22] : xsi
# [23] : sigmaN_SI_p
# [24] : lim_sigmaN_SI_p
# [25] : sigmaN_SI_n
# [26] : lim_sigmaN_SI_n
# [27] : sigmaN_SD_p
# [28] : lim_sigmaN_SD_p
# [29] : sigmaN_SD_n
# [30] : lim_sigmaN_SD_n
# [31] : Nevents
# [32] : smearing



run_01_01	5.00e+01	2.50e+02	3.69e-02	2.10e+01	7.12e-26	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	2.57e-03	2.00e+01	2.00e+01	2.00e+01	2.00e+01	2.00e+01	3.07e-01	1.80e-46	5.26e-47	1.77e-46	5.26e-47	0.00e+00	3.79e-41	0.00e+00	1.81e-41	4.60e+01	0.00e+00	
run_01_02	7.50e+01	2.50e+02	1.13e-02	2.20e+01	2.58e-25	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	2.40e-03	2.00e+01	2.00e+01	2.00e+01	2.00e+01	2.00e+01	9.39e-02	4.10e-46	7.19e-47	4.03e-46	7.19e-47	0.00e+00	4.56e-41	0.00e+00	2.20e-41	1.29e+02	0.00e+00	
run_01_03	1.00e+02	2.50e+02	3.01e-03	2.40e+01	1.04e-24	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.38e-01	3.93e-01	1.54e-04	1.99e+01	1.99e+01	1.99e+01	1.99e+01	1.99e+01	2.51e-02	7.34e-46	9.13e-47	7.22e-46	9.13e-47	0.00e+00	5.43e-41	0.00e+00	2.77e-41	2.31e+02	0.00e+00	
run_01_04	1.25e+02	2.50e+02	1.12e-03	2.50e+01	2.45e-24	0.00e+00	0.00e+00	1.69e-02	0.00e+00	0.00e+00	0.00e+00	0.00e+00	6.68e-02	1.58e-01	2.89e-05	2.00e+01	2.00e+01	2.00e+01	2.00e+01	2.00e+01	9.37e-03	1.15e-45	1.11e-46	1.13e-45	1.11e-46	0.00e+00	6.24e-41	0.00e+00	3.33e-41	3.40e+02	0.00e+00	
run_01_05	5.00e+01	3.00e+02	7.66e-02	2.00e+01	3.39e-26	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	3.95e-03	2.00e+01	2.00e+01	2.00e+01	2.00e+01	2.00e+01	6.38e-01	1.25e-46	5.26e-47	1.23e-46	5.26e-47	0.00e+00	3.79e-41	0.00e+00	1.81e-41	3.20e+01	0.00e+00	
run_01_06	7.50e+01	3.00e+02	2.73e-02	2.10e+01	1.02e-25	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	4.27e-03	2.00e+01	2.00e+01	2.00e+01	2.00e+01	2.00e+01	2.28e-01	2.85e-46	7.19e-47	2.80e-46	7.19e-47	0.00e+00	4.56e-41	0.00e+00	2.20e-41	9.00e+01	0.00e+00	
run_01_07	1.00e+02	3.00e+02	9.63e-03	2.30e+01	3.02e-25	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	3.24e-01	9.21e-01	3.60e-04	1.98e+01	1.98e+01	1.98e+01	1.98e+01	1.98e+01	8.02e-02	5.10e-46	9.13e-47	5.01e-46	9.13e-47	0.00e+00	5.43e-41	0.00e+00	2.77e-41	1.60e+02	0.00e+00	
run_01_08	1.25e+02	3.00e+02	2.77e-03	2.40e+01	1.19e-24	0.00e+00	0.00e+00	3.82e-02	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.53e-01	3.63e-01	6.64e-05	1.99e+01	1.99e+01	1.99e+01	1.99e+01	1.99e+01	2.31e-02	7.99e-46	1.11e-46	7.86e-46	1.11e-46	0.00e+00	6.24e-41	0.00e+00	3.33e-41	2.36e+02	0.00e+00	
run_01_09	1.50e+02	3.00e+02	1.15e-03	2.50e+01	2.35e-24	0.00e+00	0.00e+00	1.57e-01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	6.87e-02	1.55e-01	1.65e-05	1.99e+01	1.99e+01	1.99e+01	1.99e+01	1.99e+01	9.62e-03	1.15e-45	1.31e-46	1.13e-45	1.31e-46	0.00e+00	7.21e-41	0.00e+00	4.01e-41	3.14e+02	0.00e+00	
run_01_10	5.00e+01	3.50e+02	1.40e-01	1.90e+01	1.88e-26	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	5.59e-03	2.00e+01	2.00e+01	2.00e+01	2.00e+01	2.00e+01	1.00e+00	9.19e-47	5.26e-47	9.03e-47	5.26e-47	0.00e+00	3.79e-41	0.00e+00	1.81e-41	2.40e+01	0.00e+00	
