# [01] : run
# [02] : mass#9000006
# [03] : mass#9900032
# [04] : Omegah^2
# [05] : x_f
# [06] : sigmav(xf)
# [07] : %_relic_chichi_hsd
# [08] : %_relic_chichi_sdsd
# [09] : %_relic_chichi_hh
# [10] : %_relic_chichi_ddx
# [11] : %_relic_chichi_uux
# [12] : %_relic_chichi_ssx
# [13] : %_relic_chichi_ccx
# [14] : %_relic_chichi_bbx
# [15] : %_relic_chichi_ttx
# [16] : %_relic_chichi_hzp
# [17] : %_relic_chichi_zpzp
# [18] : %_relic_chichi_zpsd
# [19] : %_relic_chichi_zz
# [20] : %_relic_chichi_wpwm
# [21] : %_relic_chichi_emep
# [22] : %_relic_chichi_mummup
# [23] : %_relic_chichi_tamtap
# [24] : xsi
# [25] : sigmaN_SI_p
# [26] : lim_sigmaN_SI_p
# [27] : sigmaN_SI_n
# [28] : lim_sigmaN_SI_n
# [29] : sigmaN_SD_p
# [30] : lim_sigmaN_SD_p
# [31] : sigmaN_SD_n
# [32] : lim_sigmaN_SD_n
# [33] : Nevents
# [34] : smearing



run_01_01	5.00e+01	2.50e+02	1.79e+00	1.70e+01	1.42e-27	0.00e+00	0.00e+00	0.00e+00	2.00e+01	2.00e+01	2.00e+01	2.00e+01	2.00e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	3.32e-12	1.42e-07	4.01e-05	1.00e+00	4.25e-49	5.26e-47	4.31e-49	5.26e-47	6.39e-62	3.79e-41	6.06e-62	1.81e-41	0.00e+00	0.00e+00	
run_01_02	7.50e+01	2.50e+02	5.58e-01	1.90e+01	4.79e-27	0.00e+00	0.00e+00	0.00e+00	2.00e+01	2.00e+01	2.00e+01	2.00e+01	2.00e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	8.99e-12	3.84e-07	1.09e-04	1.00e+00	9.68e-49	7.19e-47	9.81e-49	7.19e-47	2.09e-61	4.56e-41	2.14e-65	2.20e-41	0.00e+00	0.00e+00	
run_01_03	1.00e+02	2.50e+02	1.50e-01	2.00e+01	2.07e-26	0.00e+00	0.00e+00	0.00e+00	1.96e+01	1.96e+01	1.96e+01	1.96e+01	1.96e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	4.77e-01	1.35e+00	4.38e-11	1.87e-06	5.29e-04	1.00e+00	1.73e-48	9.13e-47	1.75e-48	9.13e-47	0.00e+00	5.43e-41	0.00e+00	2.77e-41	1.00e+00	0.00e+00	
run_01_04	1.25e+02	2.50e+02	5.95e-02	2.10e+01	4.35e-26	0.00e+00	0.00e+00	4.06e-04	2.00e+01	2.00e+01	2.00e+01	2.00e+01	2.00e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.82e-03	4.31e-03	6.50e-14	2.78e-09	7.86e-07	4.96e-01	2.72e-48	1.11e-46	2.75e-48	1.11e-46	0.00e+00	6.24e-41	0.00e+00	3.33e-41	1.00e+00	0.00e+00	
run_01_05	5.00e+01	3.00e+02	3.68e+00	1.60e+01	6.90e-28	0.00e+00	0.00e+00	0.00e+00	2.00e+01	2.00e+01	2.00e+01	2.00e+01	2.00e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	5.11e-12	2.18e-07	6.17e-05	1.00e+00	2.95e-49	5.26e-47	2.99e-49	5.26e-47	4.54e-60	3.79e-41	1.16e-60	1.81e-41	0.00e+00	0.00e+00	
run_01_06	7.50e+01	3.00e+02	1.34e+00	1.80e+01	1.89e-27	0.00e+00	0.00e+00	0.00e+00	2.00e+01	2.00e+01	2.00e+01	2.00e+01	2.00e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.60e-11	6.85e-07	1.93e-04	1.00e+00	6.72e-49	7.19e-47	6.81e-49	7.19e-47	1.82e-59	4.56e-41	2.22e-60	2.20e-41	0.00e+00	0.00e+00	
run_01_07	1.00e+02	3.00e+02	4.75e-01	1.90e+01	5.99e-27	0.00e+00	0.00e+00	0.00e+00	1.92e+01	1.92e+01	1.92e+01	1.92e+01	1.92e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.10e+00	3.12e+00	1.01e-10	4.30e-06	1.22e-03	1.00e+00	1.20e-48	9.13e-47	1.22e-48	9.13e-47	2.27e-61	5.43e-41	4.64e-62	2.77e-41	0.00e+00	0.00e+00	
run_01_08	1.25e+02	3.00e+02	1.39e-01	2.10e+01	2.22e-26	0.00e+00	0.00e+00	9.36e-04	2.00e+01	2.00e+01	2.00e+01	2.00e+01	2.00e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	4.18e-03	9.90e-03	1.49e-13	6.39e-09	1.81e-06	1.00e+00	1.89e-48	1.11e-46	1.91e-48	1.11e-46	2.06e-62	6.24e-41	3.32e-62	3.33e-41	1.00e+00	0.00e+00	
run_01_09	1.50e+02	3.00e+02	6.15e-02	2.10e+01	4.12e-26	0.00e+00	0.00e+00	6.42e-04	2.00e+01	2.00e+01	2.00e+01	2.00e+01	2.00e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	3.83e-04	8.66e-04	7.62e-15	3.26e-10	9.21e-08	5.12e-01	2.72e-48	1.31e-46	2.76e-48	1.31e-46	1.47e-59	7.21e-41	2.95e-60	4.01e-41	1.00e+00	0.00e+00	
run_01_10	5.00e+01	3.50e+02	6.63e+00	1.60e+01	3.61e-28	0.00e+00	0.00e+00	0.00e+00	2.00e+01	2.00e+01	2.00e+01	2.00e+01	2.00e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	7.23e-12	3.09e-07	8.73e-05	1.00e+00	2.17e-49	5.26e-47	2.20e-49	5.26e-47	6.78e-62	3.79e-41	2.50e-61	1.81e-41	0.00e+00	0.00e+00	
run_01_11	7.50e+01	3.50e+02	2.66e+00	1.70e+01	9.29e-28	0.00e+00	0.00e+00	0.00e+00	2.00e+01	2.00e+01	2.00e+01	2.00e+01	2.00e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	2.47e-11	1.06e-06	2.98e-04	1.00e+00	4.94e-49	7.19e-47	5.00e-49	7.19e-47	2.53e-59	4.56e-41	1.18e-59	2.20e-41	0.00e+00	0.00e+00	
